Series,PBG,PBU,PBU_1,PBU_2,Focus/DR Flag,Pricing/Lead Time PM,Technical PM
LP156,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP158,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP160,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP162,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP169,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP174,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP406,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP420,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP450,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP470,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP490,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP4G4,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP78N,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LP800,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPF10,Magnetics,Wireless,LTCC Chilisin,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPF16,Magnetics,Wireless,LTCC Chilisin,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPF20,Magnetics,Wireless,Wireless LTCC,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPMB3,Magnetics,Wireless,Wireless Infrastructure,OTHERS,No,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPMB4,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPT24,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPT45,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPT60,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPT69,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPT70,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPT80,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPT82,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPTDC,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPTNG,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LPWB1,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LTA-5,Magnetics,Wireless,Wireless LTCC,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LTCCP,Magnetics,Wireless,LTCC Chilisin,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LTD-2,Magnetics,Wireless,Wireless LTCC,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
LTE-M,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
M17A0,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
M25A0,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
M3700,Magnetics,Wireless,Wireless Infrastructure,LDS/PCB,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
M3900,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
M42J3,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
M4842,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
M51A0,Magnetics,Wireless,Wireless Infrastructure,LDS/PCB,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
M54J2,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
M65J2,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
M66A0,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MD05-,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MHF-0,Magnetics,Wireless,Wireless Consumer,OTHERS,No,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MHW15,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MIRRO,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MM010,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MM2/7,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MM34,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MM5E9,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MMC/P,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MPLCJ,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MPLCR,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MS3E8,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MS3E9,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MSA-4,Magnetics,Wireless,Antenna Chilisin,Ceramic,No,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MSTBN,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MSTFM,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
MSU80,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NAB60,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NCRIM,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NFC-K,Magnetics,Wireless,Wireless Infrastructure,LDS/PCB,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO13,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO15,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO2/,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO22,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO27,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO30,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO34,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO38,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO3E,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO3H,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO40,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO42,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO43,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO44,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO45,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO47,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO49,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO4E,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO50,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO5E,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO5T,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO70,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO77,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO80,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO82,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMO90,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOB,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOBR,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOC/,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOCA,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOHF,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOK,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOK2,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOKC,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOKD,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOKF,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOKH,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOKM,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOKN,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOKU,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOMM,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOP2,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOP4,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOQ5,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOQ7,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOQ8,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOQ9,Magnetics,Wireless,Wireless Infrastructure,External,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOQB,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
NMOQC,Magnetics,Wireless,Wireless Infrastructure,Ceramic,Yes,"Randy Posluszny,
Ellen Cheng - Wireless Comm Technologies, 
Sunwin Li - Wireless Power Charging, 
Libby Hsu - Low Temp Co-Fired Ceramic",Gregary Makar
